index	word	definition	label
9025	loyally	a shop where books are sold	0
9026	trisyllable	a word having three syllables	1
9027	anime	a person who believes in the coming of the millennium (a time of great peace and prosperity)	0
9028	noncombatant	counting the number of specific types of white blood cells found in 1 cubic millimeter of blood; may be included as part of a complete blood count	0
9029	strings	the section of an orchestra that plays stringed instruments	1
9030	haemolytic	a tomato-flavored consomme; often served chilled	0
9031	limper	baseball: hit a ball such that it is caught from an out in foul territory	0
9032	cataplasia	the small projection of a mammary gland	0
9033	spoken	uttered through the medium of speech or characterized by speech; sometimes used in combination	1
9034	physicist	the explosion of a bomb	0
9035	creaky	the child of your aunt or uncle	0
9036	heraldic	hemophilia caused by a congenital deficiency of factor VIII; occurs almost exclusively in men	0
9037	viewless	a common garden geranium with lemon-scented foliage	0
9038	hitman	a professional killer who uses a gun	1
9039	upcast	the tip of the greater wing of the sphenoid bone	0
9040	dunderhead	having a swelling on one side	0
9041	previously	(used of grass or vegetation) cut down with a hand implement or machine	0
9042	horseplay	a small two-needled or three-needled pinon of Mexico and southern Texas	0
9043	zealous	a jet or rocket engine based on a form of aerodynamic propulsion in which the vehicle emits a high-speed stream	0
9044	hobbyist	a person who pursues an activity in their spare time for pleasure	1
9045	drowsily	a strong tissue paper that burns evenly and is sufficiently porous to control the burning of the tobacco in a cigarette	0
9046	ornamented	rich in decorative detail	1
9047	waterpower	the power to do work that is latent in a head of water	1
9048	piratically	in a piratical manner	1
9049	methodism	the religious beliefs and practices of Methodists characterized by concern with social welfare and public morals	1
9050	clipboard	a small writing board with a clip at the top for holding papers	1
9051	middlebrow	someone who is neither a highbrow nor a lowbrow	1
9052	ashore	fight while sitting on somebody's shoulders	0
9053	collegiate	a unit of charge equal to 60 coulombs	0
9054	hexose	in an inaccurate manner	0
9055	warrant	show to be reasonable or provide adequate ground for	1
9056	sneeringly	West Indian evergreen with medium to long leaves	0
9057	singularize	distinguish as singular	1
9058	flasher	a working shift divided into two periods of time with several hours in between	0
9059	diagonal	(geometry) a straight line connecting any two vertices of a polygon that are not adjacent	1
9060	glasses	lives in human dwellings; naturalized in parts of America	0
9061	tablemate	any of numerous yeast-raised sweet rolls with our without raisins or nuts or spices or a glaze	0
9062	cybernation	the control of processes by computer	1
9063	archbishop	a bishop of highest rank	1
9064	biologist	(biology) a scientist who studies living organisms	1
9065	financial	medium-sized hop hornbeam of southern Europe and Asia Minor	0
9066	unproblematic	small aquatic plant having tufted awl-shaped leaves in a basal rosette and minute white flowers; circumboreal	0
9067	oilseed	any of several seeds that yield oil	1
9068	fingerroot	tall leafy European biennial or perennial having spectacular clusters of large tubular pink-purple flowers; leaves yield drug digitalis and are poisonous to livestock	1
9069	posit	put (something somewhere) firmly	1
9070	bearded	having hair on the cheeks and chin	1
9071	discourse	an address of a religious nature (usually delivered during a church service)	1
9072	tops	of the highest quality	1
9073	promote	give a promotion to or assign to a higher position	1
9074	sapsucker	small American woodpecker that feeds on sap from e.g. apple and maple trees	1
9075	something	delicate feathery shield fern of the eastern United States; sometimes placed in genus Thelypteris	0
9076	albuminous	relating to or containing or resembling albumin	1
9077	engage	shrub of southern Arizona and Mexico	0
9078	playroom	a formal room where visitors can be received and entertained	0
9079	resistor	the act of terminating a life	0
9080	misconception	an incorrect conception	1
9081	pettiness	(computer science) a database that can be accessed by computers	0
9082	stopped	capable of being contested	0
9083	rabidness	goosefoot; pigweed	0
9084	artificially	not according to nature; not by natural means	1
9085	priorship	the office of prior	1
9086	buyer	the blood group (approximately 85% of people) whose red cells have the Rh factor (Rh antigen)	0
9087	clinker-built	eve of Twelfth day; evening of January 5	0
9088	blemished	marred by imperfections	1
9089	pauperism	the presence of acanthocytes in the blood stream (as in abetalipoproteinemia)	0
9090	heliopause	of or relating to the cortex and the hypothalamus	0
9091	netted	having open interstices or resembling a web	1
9092	lanternfish	small fish having rows of luminous organs along each side; some surface at night	1
9093	defining	any process serving to define the shape of something	1
9094	silicosis	(of flowers) having no petals	0
9095	conn	conduct or direct the steering of a ship or plane	1
9096	merged	a bachelor's degree in arts and sciences	0
9097	rates	black-and-white North American woodpecker having a red head and neck	0
9098	fossilology	northern Zealand tree having dense hard light-brown wood	0
9099	burst	cause to burst	1
9100	gastrointestinal	of or relating to the stomach and intestines	1
9101	techie	most widely distributed kangaroo rat: plains and mountain areas of central and western United States	0
9102	cognitive	any part of a plant or fungus	0
9103	uncloudedness	become or cause to become obstructed	0
9104	hazardous	involving risk or danger	1
9105	smothering	having two flagella	0
9106	penis	the male organ of copulation (`member' is a euphemism)	1
9107	craniometry	the branch of physical anthropology dealing with the study and measurement of dry skulls after removal of its soft parts	1
9108	absorb	an antiviral drug (trade name Retrovir) used in the treatment of AIDS; adverse side effects include liver damage and suppression of the bone marrow	0
9109	exquisiteness	extreme beauty of a delicate sort	1
9110	ruddiness	in an unalterable and unchangeable manner	0
9111	outreach	the last (12th) month of the year	0
9112	wild	deviating widely from an intended course	1
9113	bushbuck	antelope with white markings like a harness and twisted horns	1
9114	fussy	overcrowded or cluttered with detail	1
9115	customs	money collected under a tariff	1
9116	inordinate	an expression of emphatic agreement	0
9117	custody	(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child	1
9118	bench	grow and flourish	0
9119	bismuthic	containing bismuth (especially in the pentavalent state)	1
9120	jiggermast	a sneezeweed of southwestern United States especially southern California	0
9121	quicky	the articular muscle of the knee	0
9122	shook	largest carnivore of Madagascar; intermediate in some respects between cats and civets	0
9123	outsource	type genus of the Atrichornithidae	0
9124	marines	an amphibious division of the United States Navy	1
9125	allocate	distribute according to a plan or set apart for a special purpose	1
9126	plunge	a brief swim in water	1
9127	ownership	box and water turtles	0
9128	motivate	give an incentive for action	1
9129	insurrectionism	a closed carriage with four wheels and seats for four passengers	0
9130	slothful	microscopic unicellular marine or freshwater colonial alga having cell walls impregnated with silica	0
9131	acquisitiveness	the act of controlling or directing according to rule	0
9132	acetanilide	settle in a new place	0
9133	mutualist	add color to	0
9134	convince	make  (someone) agree, understand, or realize the truth or validity of something	1
